"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
20121128,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121129,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121130,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121203,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121204,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121205,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121206,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121207,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121210,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121211,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121212,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121213,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121214,13,24,61,52,49,11,102,23,68,41,39,71,64,12,9,36,46,75,55,97,59,51,47,60,99,96,74,82,80,101,85,77,86,42,20,27,18,6,22,43,14,29,95,89,2,57,33,8,87,70,31,67,81,35,32,72,19,7,94,10,84,50,58,83,34,93,48,98,63,53
20121217,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121218,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121219,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121220,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121221,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121224,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121226,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121227,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121228,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20121231,37,13,39,24,11,41,61,49,71,102,68,9,52,23,12,36,64,75,42,51,85,18,59,97,101,55,96,74,62,2,60,47,46,82,6,35,20,99,86,27,77,22,32,89,57,70,84,8,72,67,14,95,33,50,80,48,81,29,58,43,93,79,10,4,87,83,94,98,7,66
20130102,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130103,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130104,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130107,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130108,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130109,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130110,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130111,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130114,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130115,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130116,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130117,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130118,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130122,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130123,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130124,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130125,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130128,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130129,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130130,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130131,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130201,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130204,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130205,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130206,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130207,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130208,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130211,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130212,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130213,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130214,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130215,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130219,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130220,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130221,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130222,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130225,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130226,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130227,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130228,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130301,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130304,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130305,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130306,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130307,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130308,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130311,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130312,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130313,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130314,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130315,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130318,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130319,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130320,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130321,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130322,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130325,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130326,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130327,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130328,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130401,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130402,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130403,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130404,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130405,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130408,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130409,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130410,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130411,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130412,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130415,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
20130416,37,13,61,24,23,49,71,11,52,41,39,12,68,102,97,42,43,36,64,59,75,9,85,46,51,62,74,18,101,55,47,82,86,60,99,96,77,2,22,6,20,35,80,27,29,3,81,84,50,95,89,72,57,70,33,8,67,32,7,14,58,10,44,21,66,79,19,98,94,93
