"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
20111115,62132.8958,81922.3052,224941.7632,124252.3359,129031.28,102920.1872,41307.0886,171029.0795,133367.4571,166270.0836,152740.0303,379094.7827,361382.1001,96488.5031,30703.5154,173335.5,35803.6312,105429.8221,108902.2311,29244.2264,177477.8844,198043.7459,48702.4714,101961.3104,59552.5868,205660.5914,35593.5445,67651.3602,36532.5201,34034.6632,95583.914,62767.4444,32712.5666,174873.9035,52886.3279,154443.7881,50698.4982,24725.5681,30548.8321,57106.8558,58016.047,49623.5331,32850.7819,44625.2877,34790.7141,100839.9551,50941.3726,35908.5811,84899.8632,43910.0645,49603.6426,96663.435,99059.1298,27560.9242,43589.7425,124228.9828,222464.1785,38270.3783,50495.3434,80212.829,66120.98,42372.1862,36948.7908,71879.9378,68099.2489,20078.6954,39936.1662,57378.1578,40759.5202,13457.5267
20111116,59801.6452,78530.8036,219305.6008,119578.6242,126994.48,101197.6736,40129.0575,168389.7418,131521.7232,161376.8196,150433.9402,375068.4884,357608.6996,95614.3913,28255.7148,170550.28,35886.446,103759.4786,106951.5615,29609.7792,175866.6834,195355.3692,48549.7991,100350.7593,59192.7997,201239.4961,35947.7659,65943.8361,35437.3268,33812.56,92623.0566,61913.9054,31861.6617,174103.5339,52259.3513,152195.2682,50086.732,23816.0941,30180.7739,56551.6217,55890.5341,47875.2496,32097.2209,43516.5849,34010.0249,101762.3671,48822.0073,35746.5265,83762.6723,42637.5843,49095.2469,95312.7868,96403.3647,26961.1942,42640.3776,124402.6811,219953.7218,37555.4617,49306.1684,79230.5648,64579.1021,41219.6751,36177.9243,70176.4929,66883.3632,19338.6153,38881.4102,57378.1578,40055.9207,13154.3155
20111117,58788.058,76016.4146,214847.144,115854.8539,123939.28,99475.16,38647.0185,165116.9632,130097.8714,155474.6352,149665.2435,373199.1375,350768.2494,94773.8991,27234.1917,169542.86,34082.9221,103901.0331,106189.5811,29471.1213,174610.4928,195527.7011,47920.0258,96243.8538,58848.6556,199307.7563,34725.1305,65238.5545,34091.8036,32479.9412,92357.5088,60659.4618,30951.6662,173168.0851,51903.4997,151309.4877,50086.732,22967.2516,29752.6246,56633.8786,54241.2291,47459.4993,31358.582,42564.94833,33349.4418,100198.9569,47162.2633,35543.9584,83201.8659,41555.0264,49007.5925,94432.819,93006.35,26787.9389,42617.2223,125201.693,218904.7516,36907.5685,49120.3598,76657.1951,63196.2519,40685.962,35755.5317,68581.7786,66516.6675,18943.293,37740.9888,56368.9414,39190.4933,12942.0676
20111118,58585.3406,76835.0529,212828.2202,116348.8234,123684.68,99152.1887,38381.0114,165222.5367,130203.3419,154364.8228,150126.4615,373390.8658,348472.6092,93580.4002,27388.3838,169720.64,33089.1436,103221.5713,106524.8525,29382.8844,174364.7164,197251.0194,48435.2949,95720.4246,59255.3714,194926.4906,34336.6296,66129.4366,33919.7018,32384.7541,91972.4646,60737.0563,30668.0312,173993.4811,52208.5153,153058.3365,49670.2103,22942.999,29955.4321,56839.5209,54450.2959,47491.4801,31351.121,42879.08079,33639.698,99886.2749,46937.5595,35787.0402,83373.2234,41555.0264,48709.5674,94893.2673,89650.2633,26881.2302,42709.8433,126956.0452,218327.2287,37019.2743,50138.5909,76567.8983,62811.5679,40801.9866,35840.0103,68962.3354,66719.3151,19140.9542,38222.857,56446.0343,38768.3336,13129.0479
20111121,55645.9377,73092.7063,210304.5654,113650.9898,120018.44,96891.3896,38191.0064,160894.0229,127513.8439,150884.0473,145744.8905,368645.5903,342961.2138,91227.022,26212.6686,168061.36,32076.9618,102117.4459,104056.0361,29105.5684,171879.6437,195286.4365,46984.9078,94190.401,57972.6522,190505.3953,33388.2301,63716.6309,32934.0278,31623.2576,91414.8143,58920.0529,29852.5807,169646.3954,51547.6481,149787.7621,49097.493,22336.6829,27236.3082,56140.3372,53497.8804,47374.2172,31097.447,42019.83612,33209.318,98729.3514,46626.0383,35476.4357,82204.8767,39902.7013,48183.6408,94422.5868,86062.2518,26694.6475,42073.0742,125062.7344,213895.6244,36416.0634,48726.4456,75009.2643,63088.2403,39680.4154,35132.5027,67113.9165,65831.5255,18837.5673,37848.0706,54939.2181,38740.1896,12830.8901
20111122,54429.633,71513.9038,208538.0071,111751.107,118338.08,96335.4788,38343.0104,158254.6853,126195.4626,150379.5871,145283.6725,364427.5677,349931.7813,91580.0287,26058.4764,166402.08,31009.57,102457.1768,103050.2221,28752.6209,171770.4097,195941.2975,47080.328,92539.5861,58035.2239,192018.9234,32782.6257,63141.2695,32433.368,31105.0169,90472.1198,58189.3718,29722.5813,169728.935,51700.1559,149833.1868,48941.2974,21851.6301,29114.1562,56284.2868,53428.1914,47352.8967,31515.513,41945.9226,32758.9204,98776.2537,45655.7265,35577.7197,82080.253,39902.7013,48788.4564,94801.1776,87467.4426,26548.0469,41841.5218,125080.1042,213695.2593,35544.0619,47827.132,74384.1871,62832.3183,39417.4263,36695.3552,66189.707,65657.8276,18741.0351,37146.6847,54546.7451,38578.3617,12744.9803
20111123,52098.3824,68736.381,205846.1086,107837.3484,115588.4,93566.9089,37354.9844,155509.7741,122398.5243,146293.4595,141824.5374,357477.4168,341083.8077,87461.617,25114.0494,163261.3,29629.3221,100079.0605,101160.5108,28336.647,169285.337,195217.5038,45400.9324,89251.3774,57127.9346,186701.6602,31925.6383,60003.5403,31666.7326,29465.6842,88865.5558,56747.4083,29072.5845,167995.6034,51090.1245,147334.8314,48212.3844,21584.851,29775.1587,55770.1811,52382.8572,46436.1139,30747.751,40726.34952,32198.4256,97556.7937,44884.5839,34607.3895,81550.6025,38174.4073,48157.3445,94003.0673,85944.0157,26161.5542,41274.2183,123360.4916,209735.1023,34624.3749,46348.0956,71250.6832,61760.2125,38048.3359,35850.5701,64305.0446,64557.7405,18318.1322,36391.7578,52941.8106,37734.0423,12381.1267
20111125,52402.4586,69087.226,204416.0376,108217.325,115741.16,94077.616,37050.9764,155193.0536,123980.5819,144981.8629,141824.5374,354218.0357,337905.2289,87175.8497,25557.3518,162431.66,29261.256,100079.0605,101069.0732,28588.7524,167319.1256,196079.1629,45858.9494,89076.9011,57049.7201,183794.093,31754.2408,60201.1568,31823.1888,29518.5659,87816.6422,56074.923,28918.9489,167830.5242,51107.0699,147039.5712,47965.0747,21463.5878,29504.7486,56037.5161,52266.709,46553.3768,30442.137,40523.08734,32388.5935,97697.5007,45323.7777,34392.4785,81083.2638,38117.4306,47903.1466,94238.4075,82946.7301,26374.7915,41193.175,123864.2165,208686.1321,34661.1624,46660.2541,70373.9515,61573.4586,38009.661,35565.4551,64368.4707,64133.1455,18396.2773,36252.5514,53355.309,37783.2943,12482.1972
20111128,53213.3284,73238.8917,209210.9817,110801.1656,119458.32,96819.3065,38001.0014,156248.7887,127355.6382,150682.2633,146744.1962,363516.8583,349569.3118,90672.2972,26598.149,165631.7,30153.8163,102627.0422,104421.7867,29445.9107,170323.0597,197319.9521,47175.7482,92901.9601,58348.0822,190724.4586,32794.0522,61207.2042,32449.0136,30819.4557,89316.987,59152.8362,30313.4875,171242.1611,52716.8748,148016.201,48654.9387,21936.5143,29895.341,56757.264,53439.8062,48003.1728,31194.991,41585.59419,33339.4329,98479.2057,46360.4793,34674.5492,82874.7288,39636.81,48998.827,95936.9499,88290.5479,26641.3382,41992.0308,126956.0452,214756.0157,36154.734,48302.802,73572.3985,64651.4398,39958.8744,36705.915,66271.2549,65850.8253,19242.0831,37205.5797,54469.6521,38902.0175,12785.4084
20111129,51490.2301,73794.3963,208958.6162,108521.3062,120069.36,95045.2714,37963.0004,157515.6707,126986.4914,150026.465,149127.1559,368741.4545,346855.4375,89277.0802,25653.7219,166283.56,30945.1585,103702.8567,105092.3294,30630.8061,171442.7078,200490.8579,46965.8237,94525.9325,60944.8065,193950.6633,32725.4932,61081.4482,31776.252,30565.6236,90472.1198,58545.013,30431.6687,172040.0439,53377.7421,150332.8578,49045.4278,21924.388,29497.2372,57477.0119,52905.5243,48909.2953,31463.335,41650.26852,33409.4948,99526.6905,45354.4191,35084.2233,82641.0595,40130.6083,49209.1976,95629.9844,85671.1631,26934.5395,41841.5218,129335.7111,213259.1706,36125.304,48503.4753,74838.7887,64257.1815,39881.5247,36864.3123,66126.2809,66014.8734,19090.3897,37558.9497,54133.2467,39099.0254,12901.6394
20111130,55139.1441,80343.5028,215183.6313,117678.7414,126841.72,100206.1007,40281.0615,167967.4478,136373.3666,158148.2743,154277.4236,385565.6129,355220.1185,92117.9437,28506.2771,171735.48,33862.0824,106817.0567,108963.1896,30265.2533,176740.5551,203006.9027,49465.833,101102.3498,60460.3111,204764.4234,34393.7621,64404.9976,33309.5226,33294.3194,94694.329,63291.2069,32748.021,177652.7368,55445.0705,152694.9393,50555.3189,23597.8203,29932.898,58998.7646,55797.6155,51990.1119,32409.9931,44089.41468,34850.7672,100058.25,48954.7868,35393.1579,84977.7529,44270.9171,50760.6811,97737.8142,87444.7049,27787.4888,43821.2949,132427.5398,221580.2148,38442.9152,51052.7692,80285.89,67072.3239,41884.8829,38469.4041,69406.3184,69237.9355,20529.179,39325.7998,56796.4566,40759.5202,13538.3831
20111201,56051.3725,78910.8857,212659.9766,115740.8609,126892.64,99883.5488,40243.0605,167967.4478,135213.191,159762.5469,153969.9449,382450.028,360545.632,92000.2748,27966.6045,170905.84,33503.218,106930.3003,108749.8351,29898.6311,176003.2259,202007.3781,49045.9842,100484.9719,60645.2993,202792.8539,34519.4535,64656.5095,32793.2172,32924.1475,95278.5341,62605.7893,32582.5673,176304.59,55750.0862,151786.4464,50086.732,23161.2727,29797.6929,58978.2004,55507.2449,51723.6053,32491.9871,43692.12951,34240.2282,100198.9569,48224.4994,35023.7796,84931.0191,43682.1576,50839.5701,97717.3498,89645.7157,27587.5788,43578.1649,131472.1995,223289.2112,38141.2579,52754.7759,78605.4876,67618.7521,41900.3528,38860.1172,69388.1966,68639.6425,20570.5499,39191.9475,56277.8315,40787.6642,13422.1521
20111202,57166.3185,82360.8615,212155.2456,122846.4227,125466.88,99722.2729,41421.0916,169867.7709,137480.8069,157391.584,152893.7696,382450.028,362190.686,91344.6909,29913.2806,171616.96,33659.6461,107156.7875,108140.2508,30449.7579,173326.9937,200215.127,49084.1522,100672.8695,61570.2403,202514.0461,34245.2176,65770.3477,33293.877,33590.4569,96327.4477,62263.0805,32795.2935,177900.3556,55529.7971,150764.392,49839.4222,23391.6728,29594.8853,58422.9663,56018.2972,51414.4576,32730.5151,43442.67138,34440.4049,100496.0048,49664.6465,35514.0453,84354.6347,44024.018,50927.2245,97921.9935,89145.486,27480.9602,43265.5691,131090.0634,223536.721,37788.0981,52992.6109,77866.76,67231.4106,41869.4129,36547.5178,69351.9531,68581.7432,20841.7594,37703.5101,55899.3754,41076.14,13482.7943
20111205,58686.6993,87214.2172,216193.0933,127330.1461,127350.92,101012.4802,42219.1126,172401.5351,141014.0689,160922.8054,152509.4212,385613.5449,365267.0297,91596.8386,31937.0528,172742.9,34064.5188,107723.0057,107469.7081,30499.8603,173026.6003,201076.7862,49504.0011,103545.0191,62017.2951,204764.4234,34542.3065,66363.197,33778.8912,34817.3124,96685.9372,62625.1879,33078.9285,178395.5932,55631.469,150605.4057,49891.4874,24034.3678,30158.2397,58032.246,56657.1125,51457.0986,32946.6811,44329.63362,34600.5463,100683.6141,50977.121,35809.548,84603.882,44764.7154,50401.2979,97563.8671,89240.9844,27587.5788,43311.8796,131784.8563,224927.4904,38354.6252,52836.5317,79733.8738,66442.8941,42310.3064,37994.2124,69442.5619,69430.9332,21512.888,37671.3856,56719.3637,41737.5236,13649.5605
20111206,58585.3406,86980.3205,215856.606,126266.2117,129082.2,100689.9284,41991.1066,176518.9018,140539.4517,160065.2231,155507.3383,387387.0317,363352.4472,92168.3733,31956.3268,172861.42,32730.2791,108487.4002,107896.4171,31025.936,173381.6107,202593.3063,50019.2702,102873.9561,62156.0362,207831.3094,34759.41,66165.5806,33919.7018,34785.5834,96314.1703,62049.6957,33149.8372,178395.5932,56122.8831,151445.7616,49813.3896,24119.2521,29895.341,59142.7142,56401.5864,51478.4192,32596.3431,44292.67686,34750.6788,101074.4666,51661.4462,36037.8909,84962.175,45695.3353,50743.1502,98239.1912,87308.2786,27560.9242,44990.6346,131281.1314,227402.5886,38236.9053,52673.0202,78873.3779,65965.634,42232.9567,37930.8535,69143.553,69286.1849,20998.0496,38720.7875,57560.3774,41631.9837,13705.1493
20111207,59700.2865,87214.2172,215351.875,129192.0313,130660.72,102087.653,42105.1096,176730.0488,142648.8618,159106.7487,157352.2103,388633.2657,361623.7465,91529.5992,33421.1524,174224.4,30733.5205,108459.0893,108536.4806,31564.5372,176003.2259,201662.7144,50400.951,100780.2396,62788.0793,208149.9469,35045.0725,66650.6391,34326.4879,34880.7704,96141.5643,61357.8119,32866.2022,179468.6081,56817.641,151672.8848,49878.4711,24289.0206,29609.9081,59286.6638,57098.4759,52597.747,32708.1531,44422.02552,34910.8202,101480.9532,53688.8873,36393.8373,85211.4223,46455.025,51137.5951,98689.4072,88822.6105,27600.9062,45650.559,131281.1314,228710.8547,38244.2628,52472.3469,78150.886,67141.4921,41722.4484,38403.8658,69089.1877,70743.3177,21264.6623,38404.8961,57742.597,41188.716,13780.9521
20111208,56659.5249,81132.904,213669.4385,122428.4484,125823.32,99829.7902,40851.0765,172190.3881,138113.63,155071.067,155199.8596,382833.4846,363082.9186,90890.8252,30607.1453,171024.36,30485.0758,107043.5439,107256.3536,31163.7177,174173.5569,198563.9616,48950.564,96565.964,61523.9932,203629.2773,34188.0851,64530.7536,32824.5084,32744.3497,94296.0074,60083.9696,31637.1174,177377.6048,56444.8441,151559.3232,49071.4604,23112.7674,29091.622,58669.737,55530.4746,51339.8357,31947.845,42980.71188,33959.9808,100574.1754,51028.19,35910.2875,84401.3685,43891.0723,51194.5705,99170.3198,86621.5996,27307.7048,45025.3675,129509.4094,225799.6679,37170.0684,52152.7561,75228.4472,66263.057,40894.8062,37211.3302,67385.7428,69498.4824,20556.7596,37419.7433,56389.9667,39872.9849,13432.2591
20111209,57977.1882,84115.0864,216193.0933,126076.2234,127350.92,101496.308,41915.1046,177785.7839,141910.5683,159863.439,158044.0373,389879.4996,365833.9692,92756.7178,31570.8464,172031.78,31359.2329,108798.8202,108749.8351,31276.4482,176221.6938,199728.3588,50171.9425,99518.6412,62017.2951,207612.2461,34210.9381,65680.522,33090.484,33622.1859,95530.8045,62056.1619,32027.1154,178753.2648,56834.5863,153467.1582,49943.5527,23767.5888,29301.941,59183.8426,56680.3422,52139.3556,32767.7851,41613.31176,34630.5728,101918.7081,51809.5464,35930.4354,85008.9089,45790.2965,51356.7312,100306.0922,87781.2231,27800.8161,45465.3171,131281.1314,229311.95,37920.533,53460.8486,76632.8414,67224.4938,41768.8583,37907.8554,69143.553,69913.4275,21177.3237,38137.1915,57609.4365,41308.3279,13609.1324
20111212,55240.5028,79583.3386,214594.7786,121744.4906,122208,99614.7556,41231.0866,173773.9906,138640.9825,157996.9362,156737.253,383696.2619,364179.6212,92084.3241,29643.4443,171913.26,29960.5816,108572.333,107926.8963,30925.7311,173436.2277,198940.6783,49694.8415,96525.7002,61739.8128,205262.2945,33285.3917,65842.2082,32542.8873,32860.6894,93579.0285,60290.8882,31128.938,176937.3936,56224.555,151922.7204,49657.194,23052.1358,29301.941,59368.9207,55623.3932,51382.4768,32797.6011,40569.28329,34270.2547,101090.1007,50062.9851,35910.2875,84541.5702,44232.9326,50103.2728,100766.5404,86185.0355,27467.6328,45141.1437,130534.229,226506.8388,37067.0635,52695.3172,74505.9553,67037.7399,40910.2762,37411.8451,67485.4125,69324.7844,20754.4208,36964.6456,56481.0765,40963.5641,13305.9211
20111213,53922.8394,78647.752,216697.8242,118894.6664,119967.52,99292.2038,39825.0495,173351.6966,136004.2198,155525.0812,159581.4307,385997.0015,361363.512,91092.5433,29238.6899,172091.04,29316.4659,108317.5348,106646.7693,30286.925,173026.6003,197262.5766,49122.3203,94499.09,60907.3659,206357.6109,32462.6837,65267.324,31463.3396,32257.838,92742.5531,58829.526,30431.6687,178092.948,56817.641,150991.5152,49058.4441,22688.3462,28986.4625,59615.6914,55042.652,51094.6496,32506.8951,40181.23731,33859.8924,100496.0048,48536.0206,35467.0335,84666.1938,43359.2895,50339.9398,100275.3956,82087.6992,27814.1435,45905.2667,131159.5427,225292.8621,36655.0437,52695.3172,74424.7765,66339.1419,40461.6477,37485.7189,67231.7079,68562.4434,20501.5984,36434.5905,55654.0797,40759.5202,13139.1549
20111214,53010.6109,76162.6,215267.7532,119730.6148,118694.52,96658.0306,38571.0165,175357.5932,136373.3666,150682.2633,160350.1274,380772.4054,353352.0064,89260.2703,29026.6756,170728.06,28525.1238,108317.5348,108384.0845,30662.6933,172535.0475,197433.8114,49198.6565,89922.4404,60336.9856,200203.9242,32039.9033,63165.4035,30462.02,32289.567,90976.6605,56255.9767,29994.3982,177322.5784,57173.4926,150491.8441,48212.3844,22530.704,29114.1562,59081.0215,54682.5924,50913.4251,32119.2871,39931.77918,33839.8747,100026.9818,47621.8847,35245.4066,84479.2583,43264.3283,50506.4832,99876.3405,81951.2729,27787.4888,46356.7939,130030.5041,222428.8199,36022.2991,51981.8122,71778.3457,66650.3984,39873.7897,37316.8644,66298.4376,68166.7981,20377.4856,36257.9055,55023.3195,39422.6812,13265.4929
20111215,53314.6871,75767.8993,215015.3877,120680.5563,118694.52,96980.5824,38951.0265,177257.9163,135054.9853,146444.7975,162502.4781,383600.3978,352190.2452,88335.7289,28930.3055,170609.54,28764.3668,108770.5093,110822.4216,30888.1543,174774.3438,198461.2207,49236.8246,89023.216,60768.6247,198491.2477,32576.9487,63219.2989,31447.694,32109.7692,90671.2806,56708.611,30490.7594,178808.2912,58071.5943,151922.7204,48550.8083,22821.7357,28911.3486,59862.4621,53916.014,51723.6053,32350.3611,40375.2603,33909.9366,101387.1486,46932.4526,34970.0518,85507.4035,44099.9869,51383.0275,100418.6462,82428.765,28040.7081,47722.9531,131871.7055,220967.3334,35956.0816,52479.7792,71047.736,66276.8906,40538.9974,37348.5246,66624.6291,69044.9377,19789.0989,36627.3378,55268.6151,39493.0411,13310.9746
20111216,52706.5348,76104.1258,218716.748,121174.5258,118287.16,96442.996,38951.0265,179580.5335,137006.1896,147352.8259,161656.9117,384223.5148,354123.4159,88436.588,28872.4835,170965.1,29224.4494,109789.702,110487.1503,31339.0762,175593.5985,199557.1239,49618.5054,89801.6491,62310.1931,200861.1141,32782.6257,63452.8456,31525.9221,31972.2768,90817.3318,56385.3008,31152.5743,179220.9893,57986.8677,153171.8981,48876.2159,23185.5254,27912.3335,59924.1548,54450.2959,52235.298,32409.9931,40633.95762,34620.5639,101168.2712,46013.2098,35057.3594,85507.4035,44365.8783,52636.4859,99753.5543,82428.765,28000.7261,46924.0973,131315.8711,216358.9364,36147.3765,52777.073,72468.366,67397.4141,41072.7106,37253.5439,65591.6891,69247.5853,19945.3891,36482.7773,55275.6236,41619.0956,13361.5098
20111219,50527.3223,72566.4388,214763.0222,116652.8047,117599.74,95099.0301,38077.0034,177996.9309,133472.9276,144351.2877,162502.4781,381203.794,355229.4126,87276.7088,27292.0137,170313.24,28341.0907,109365.0384,111157.693,30963.3079,173490.8447,197879.0221,48778.8076,87332.1373,61971.048,198590.8219,31937.0648,62428.8331,29804.904,30703.116,90087.0755,56417.6319,30419.8506,178698.2384,58071.5943,153012.9118,47587.6019,22542.8304,28145.1866,60335.4393,53474.6507,52203.3172,32514.3491,39950.25756,33569.6361,100636.7118,44787.5527,34546.9458,84666.1938,42466.6541,52737.2885,99497.7497,81551.0892,27947.4168,47167.2273,132358.0605,215557.476,35257.1195,52145.3237,70885.3783,68185.9306,40446.1778,37042.4756,65011.793,68321.1962,19104.18,36113.3451,54539.7366,41119.5127,13189.6901
20111220,52402.4586,75870.2291,218927.0526,122390.4508,121393.28,98942.7727,39255.0345,182431.0181,139748.4229,147151.0418,164962.3075,393043.0166,367999.4922,90949.6596,28525.5511,172565.12,30558.6891,111007.0711,112986.4458,32228.3945,176194.3853,202707.8456,50572.7074,91492.7278,64668.7927,206457.1852,33582.4806,64979.8819,30806.2236,31908.8188,92649.6113,59314.4913,31861.6617,181009.3473,59359.4382,155352.281,51804.8839,23743.3361,28663.4727,61404.7791,55658.2377,53109.4397,33587.7251,41585.59419,34750.6788,102450.2675,46462.6174,34775.2887,85460.6696,45106.5758,53609.4501,101114.4347,83001.7554,28520.4921,47607.1769,133226.5518,220684.465,36544.6813,53839.8981,74822.5529,70101.8875,42047.3173,38171.6907,67412.9254,70019.5763,19191.5187,37633.907,56284.84,38423.7614,13629.3465
20111221,53010.6109,76308.7854,216697.8242,122808.425,120578.56,96335.4788,40509.0675,186759.5319,141805.0978,129999.3948,166653.4402,398411.409,368459.5496,89915.8542,28737.5653,173631.8,31037.175,111063.6929,113778.9054,32516.4836,177395.9589,203392.7851,51164.3127,90875.3499,64745.8711,209962.1977,32634.0812,65159.5332,31791.8976,32162.6509,93764.9119,59249.8293,32239.8417,181587.1245,59800.0164,158009.6226,52663.9599,23706.9572,29181.7587,62330.1692,55158.8002,53290.6642,33721.8971,41742.66042,35030.9262,103247.6067,46983.5216,34734.9929,86364.1911,45733.3198,55345.0078,101503.2576,79286.4127,28853.6754,48128.1699,135797.2857,213883.8382,34558.1574,54694.6177,75585.6341,69666.1284,41915.8228,38910.4295,66706.177,69932.7273,19278.8573,37864.1329,56067.5781,36872.3595,13720.3098
20111222,55443.2202,80840.5332,217118.4333,127102.1602,122309.84,97464.4101,41573.0956,190560.1781,143703.5669,129595.8267,166269.0918,404019.4618,370415.9556,91411.9303,30607.1453,175765.16,30862.3436,111233.5583,114464.6877,31890.2031,177996.7457,202707.8456,52175.7668,91170.6176,64622.5456,211714.7039,33708.1721,66381.1621,32386.4311,32818.3841,95251.9793,59366.221,33161.6553,182109.8753,59461.1101,157146.5544,53314.775,24228.389,29069.0879,61322.5222,55321.4078,54079.5238,33543.0011,42102.98883,35321.1825,103247.6067,48219.3925,34432.7743,86691.3282,45904.25,55515.934,100889.3266,81414.6629,28827.0208,48000.816,135224.0815,214555.6506,33241.1657,55214.8817,76478.6016,69541.6257,42263.8966,39670.2752,66606.5074,70444.1713,19600.6313,37815.9461,56747.3975,40333.8039,13851.7014
20111223,56760.8836,80285.0286,218969.1135,127558.132,124244.8,99265.3245,41611.0966,192460.5012,146524.903,130973.31,167806.4852,408477.1448,374858.5306,91832.1764,30375.8571,177009.62,31101.5866,113187.011,115516.2206,31652.2165,180181.425,205447.6036,52462.0274,92794.59,64884.6122,214084.5703,33970.9816,67728.547,32073.5187,32892.4184,96168.1191,59650.734,34083.469,183430.509,59495.0008,158849.9785,53353.8239,24343.589,29512.26,61363.6506,55693.0821,54740.4602,33874.7041,42657.34023,35991.7745,104076.2141,47897.6575,34721.561,87267.7126,45961.2267,55827.1072,102475.315,80618.8428,29173.5314,48209.2132,136787.3657,217749.7058,34035.9261,54977.0467,76811.4349,70883.4872,42526.8857,39934.1105,67213.5861,70897.7159,19812.0827,38003.3392,57609.4365,40571.603,13957.8253
20111227,55544.5789,78647.752,219053.2354,125506.2586,125059.52,99883.5488,41079.0826,190137.8841,145602.036,128787.0709,167345.2672,408764.7373,377832.6394,92235.6127,29469.9781,178017.04,31414.4428,113215.3219,115059.0323,31990.4079,180290.659,204899.652,52118.5147,92069.842,65085.0161,215040.4828,33856.7166,67566.8608,31432.0484,32998.1818,96845.2658,59198.0997,34083.469,183760.6674,59698.3445,158713.7046,53379.8565,24228.389,29955.4321,61116.8799,55356.2522,54740.4602,34243.6771,42712.77537,36011.7921,103779.1662,46932.4526,34996.9157,87594.8496,45258.5137,56466.9845,102884.6024,80159.541,29306.8047,48336.567,136926.3243,217985.4294,34094.7482,55200.017,77485.2194,70489.229,42503.6808,39839.1298,67077.673,70917.0157,19531.6797,38003.3392,57665.5041,40602.2868,13897.1831
20111228,53568.0839,76396.4966,217202.5552,124062.3477,123353.7,97625.6861,39977.0535,188237.5609,142965.2733,128209.0997,165500.3951,403492.209,374217.2384,91344.6909,28718.2913,177483.7,30595.4957,112564.171,114083.6975,31389.1787,178734.075,204557.1823,51297.9009,89976.1255,64021.334,211017.6844,33216.8327,66902.151,31072.1991,32606.8572,95358.1984,57788.4671,33291.6547,183072.8373,59410.2742,157873.3487,53418.9054,23743.3361,29962.9435,61116.8799,54554.8294,54058.2033,34124.4131,42001.35774,35931.7215,103044.3634,46023.4236,34728.2769,86971.7314,43625.1809,56098.8359,101892.0806,79077.2257,29200.1861,47815.5741,136370.4899,216853.956,33557.9967,54449.3503,75374.5691,69666.1284,41753.3883,39501.4206,66262.1941,70183.6243,19177.7283,37285.891,56873.5496,37313.5576,13735.4704
20111229,55341.8615,78238.4328,218884.9917,126988.1672,125008.6,98109.5138,40585.0695,190771.3251,146393.0648,129666.5924,166884.0492,408716.8052,376522.1727,92201.993,29373.608,178787.42,31092.3849,113385.1874,114998.0739,32165.7665,179908.3401,205447.6036,52099.4306,90472.7121,64761.2868,214024.8258,33525.3481,67746.5122,31619.7958,33230.8613,96752.3241,58570.8779,33953.4696,184255.905,59766.1258,159349.6496,53575.101,24337.5258,30466.2068,61260.8295,55193.6447,54559.2357,34623.8311,42361.68615,36412.1456,104029.3118,46477.9381,34708.129,87750.6292,44137.9714,56747.4787,103150.6391,79063.5831,29400.0961,48047.1265,137395.3096,219435.1298,34285.9199,55081.0995,76080.8252,71346.9136,42379.9212,40461.7811,66887.3946,70955.6152,19600.6313,37719.5724,57546.3605,38005.3337,13932.5577
20111230,56355.4487,76922.7641,218380.2607,126342.207,123481,97195.617,40889.0775,189082.149,145338.3598,128912.7168,166345.9615,406272.2694,376410.6436,91949.8453,29161.5938,179202.24,31754.9039,113583.3637,114906.6363,31789.9982,179089.0854,204659.9232,51622.3296,91680.6255,64807.5338,211893.9375,33262.5387,67369.2444,31713.6695,32977.0292,96752.3241,58583.8103,33988.924,183540.5618,59715.2899,158918.1155,53080.4816,24143.5047,30744.1283,60972.9303,54787.1258,54026.2225,34295.8551,42297.01182,36171.9335,103732.2639,46181.7376,34399.1944,87594.8496,44062.0024,56282.9102,102659.4943,78717.9698,29320.1321,48116.5923,136318.3805,216724.308,34256.5089,54516.2414,76064.5894,70226.3901,42039.5824,40366.8004,66225.9505,70627.5191,19439.7443,37516.1169,57280.0395,37574.7384,13851.7014
20120103,58788.058,82828.6548,225152.0677,132915.8016,124957.68,382200.8617,149926.3269,100152.342,129993.2718,193832.9568,42295.1146,168882.6605,30992.6258,180031.88,45714.3275,412215.8467,31423.6444,92908.0064,31965.3567,112479.2383,116735.3891,179908.3401,64961.6907,33886.5944,206612.0008,52633.7838,183870.7202,33999.5478,33755.4401,68824.4201,159304.2249,94069.6097,35206.1907,32934.0278,60769.3873,95827.64,59325.5476,58731.4297,219800.1305,31442.6878,24871.084,54043.6879,54889.7039,36362.1014,88358.1695,101134.899,48394.4552,56204.1344,48699.4416,103810.4344,28813.6934,78443.1299,34332.0347,27892.939,42971.47269,136509.4485,20110.8728,81414.6629,67648.5082,56195.2558,55162.8553,219576.564,40831.1505,14023.5211,35087.3708,71563.5581,42990.9841,71236.2446,38517.332,26040.4734
